month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,dest,air_time,distance,hour,minute,carrier_name,dest_name
2,11,1029,-1,1131,8,OO,N297SW,5397,SEA,45,129,10,29,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,11,1041,11,1349,-1,WN,N651SW,48,DEN,112,991,10,41,Southwest Airlines Co.,Denver Intl
2,11,1045,0,1405,-12,OO,N957SW,5576,DEN,115,991,10,45,SkyWest Airlines Inc.,Denver Intl
2,11,1057,-3,1317,4,AS,N706AS,564,LAX,112,834,10,57,Alaska Airlines Inc.,Los Angeles Intl
2,11,1107,2,1609,-16,WN,N742SW,679,MCI,168,1482,11,7,Southwest Airlines Co.,Kansas City Intl
2,11,1114,-1,1246,-9,WN,N915WN,1259,SJC,81,569,11,14,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
2,11,1119,-7,1258,-17,OO,N926SW,6274,SFO,83,550,11,19,SkyWest Airlines Inc.,San Francisco Intl
2,11,1122,27,1305,30,WN,N206WN,4722,OAK,83,543,11,22,Southwest Airlines Co.,Metropolitan Oakland Intl
2,11,1124,-1,1444,-10,US,N835AW,634,PHX,126,1009,11,24,US Airways Inc.,Phoenix Sky Harbor Intl
2,11,1126,-4,1547,12,AS,N562AS,809,OGG,365,2562,11,26,Alaska Airlines Inc.,Kahului
2,11,1132,2,1339,-7,AS,N524AS,578,SAN,113,933,11,32,Alaska Airlines Inc.,San Diego Intl
2,11,1140,5,1316,1,VX,N622VA,817,SFO,77,550,11,40,Virgin America,San Francisco Intl
2,11,1149,49,1341,31,WN,N374SW,891,LAS,100,763,11,49,Southwest Airlines Co.,Mc Carran Intl
2,11,1156,-7,1236,-6,OO,N580SW,5438,EUG,30,106,11,56,SkyWest Airlines Inc.,Mahlon Sweet Fld
2,11,1200,-6,1756,-9,UA,N490UA,217,IAH,210,1825,12,0,United Air Lines Inc.,George Bush Intercontinental
2,11,1204,-6,1748,-7,AA,N4YUAA,1568,DFW,184,1616,12,4,American Airlines Inc.,Dallas Fort Worth Intl
2,11,1214,-1,1411,-10,OO,N219AG,3454,BUR,101,817,12,14,SkyWest Airlines Inc.,Bob Hope
2,11,1223,27,1306,29,OO,N291SW,5325,RDM,27,116,12,23,SkyWest Airlines Inc.,Roberts Fld
2,11,1234,9,1409,4,WN,N938WN,3740,OAK,79,543,12,34,Southwest Airlines Co.,Metropolitan Oakland Intl
2,11,1238,3,1409,14,WN,N238WN,467,SMF,65,479,12,38,Southwest Airlines Co.,Sacramento Intl
2,11,1240,55,1544,39,F9,N263AV,790,DEN,109,991,12,40,Frontier Airlines Inc.,Denver Intl
2,11,1251,51,1605,35,WN,N273WN,671,PHX,117,1009,12,51,Southwest Airlines Co.,Phoenix Sky Harbor Intl
2,11,1301,1,1800,-18,DL,N3736C,2164,MSP,161,1426,13,1,Delta Air Lines Inc.,Minneapolis St Paul Intl
2,11,1305,10,1455,-5,AS,N613AS,622,LAS,97,763,13,5,Alaska Airlines Inc.,Mc Carran Intl
2,11,1305,30,1434,9,UA,N408UA,353,SFO,75,550,13,5,United Air Lines Inc.,San Francisco Intl
2,11,1309,-6,1511,-20,OO,N223AG,3478,LGB,108,846,13,9,SkyWest Airlines Inc.,Long Beach
2,11,1312,-3,1512,-18,B6,N665JB,1521,LGB,107,846,13,12,JetBlue Airways,Long Beach
2,11,1313,-12,1849,-46,AA,N3JKAA,115,ORD,195,1739,13,13,American Airlines Inc.,Chicago Ohare Intl
2,11,1313,13,1623,3,WN,N203WN,1160,DEN,112,991,13,13,Southwest Airlines Co.,Denver Intl
2,11,1317,-3,1552,-11,DL,N397DA,2093,SLC,75,630,13,17,Delta Air Lines Inc.,Salt Lake City Intl
2,11,1326,5,1418,4,OO,N297SW,5423,SEA,37,129,13,26,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,11,1419,2,1952,-13,UA,N536UA,464,ORD,190,1739,14,19,United Air Lines Inc.,Chicago Ohare Intl
2,11,1430,5,1538,-7,WN,N902WN,4125,RNO,56,444,14,30,Southwest Airlines Co.,Reno Tahoe Intl
2,11,1451,31,1607,22,WN,N242WN,752,SMF,63,479,14,51,Southwest Airlines Co.,Sacramento Intl
2,11,1513,3,1819,-21,WN,N353SW,113,PHX,115,1009,15,13,Southwest Airlines Co.,Phoenix Sky Harbor Intl
2,11,1514,-1,1834,-11,US,N644AW,500,PHX,119,1009,15,14,US Airways Inc.,Phoenix Sky Harbor Intl
2,11,1521,-14,2032,-38,AA,N4YSAA,157,DFW,175,1616,15,21,American Airlines Inc.,Dallas Fort Worth Intl
2,11,1522,2,1836,-9,UA,N77530,1062,DEN,107,991,15,22,United Air Lines Inc.,Denver Intl
2,11,1528,1,1703,-12,UA,N803UA,639,SFO,81,550,15,28,United Air Lines Inc.,San Francisco Intl
2,11,1531,220,1736,206,OO,N616QX,4698,LAX,106,834,15,31,SkyWest Airlines Inc.,Los Angeles Intl
2,11,1534,-1,1608,-8,OO,N580SW,5331,RDM,27,116,15,34,SkyWest Airlines Inc.,Roberts Fld
2,11,1545,-5,1751,-14,AS,N644AS,592,SNA,112,859,15,45,Alaska Airlines Inc.,John Wayne Arpt Orange Co
2,11,1550,0,1749,-16,AS,N519AS,588,PSP,108,873,15,50,Alaska Airlines Inc.,Palm Springs Intl
2,11,1603,-5,1654,-6,OO,N297SW,5404,SEA,41,129,16,3,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,11,1611,-14,1810,-25,OO,N218AG,3494,SBA,99,784,16,11,SkyWest Airlines Inc.,Santa Barbara Muni
2,11,1616,11,1748,3,WN,N217JC,1071,SJC,81,569,16,16,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
2,11,1626,1,1828,-7,OO,N217AG,3462,ONT,103,838,16,26,SkyWest Airlines Inc.,Ontario Intl
2,11,1627,-3,1809,-3,AS,N756AS,402,SJC,86,569,16,27,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
2,11,1645,56,1953,44,F9,N919FR,786,DEN,109,991,16,45,Frontier Airlines Inc.,Denver Intl
2,11,1645,74,1854,69,OO,N806SK,4688,LAX,106,834,16,45,SkyWest Airlines Inc.,Los Angeles Intl
2,11,1700,0,1830,-5,WN,N442WN,693,OAK,78,543,17,0,Southwest Airlines Co.,Metropolitan Oakland Intl
2,11,1722,-8,1818,-4,OO,N582SW,5417,SEA,40,129,17,22,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,11,1726,-4,1950,-25,DL,N337NW,1194,SLC,73,630,17,26,Delta Air Lines Inc.,Salt Lake City Intl
2,11,1728,8,1945,6,OO,N807SK,4719,LAX,115,834,17,28,SkyWest Airlines Inc.,Los Angeles Intl
2,11,1739,-6,1954,-11,AS,N596AS,562,LAX,113,834,17,39,Alaska Airlines Inc.,Los Angeles Intl
2,11,1746,1,1946,-5,OO,N219AG,3488,BUR,102,817,17,46,SkyWest Airlines Inc.,Bob Hope
2,11,1759,-6,1935,-10,VX,N521VA,948,SFO,83,550,17,59,Virgin America,San Francisco Intl
2,11,1805,5,2034,-6,WN,N395SW,122,SLC,73,630,18,5,Southwest Airlines Co.,Salt Lake City Intl
2,11,1834,-1,2009,-6,WN,N700GS,719,OAK,83,543,18,34,Southwest Airlines Co.,Metropolitan Oakland Intl
2,11,1838,39,2038,48,OO,N919SW,5553,SFO,82,550,18,38,SkyWest Airlines Inc.,San Francisco Intl
2,11,1850,-5,2042,-13,AS,N622AS,620,LAS,100,763,18,50,Alaska Airlines Inc.,Mc Carran Intl
2,11,1910,0,2008,6,OO,N580SW,5305,SEA,42,129,19,10,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,11,1934,34,2052,32,WN,N947WN,747,SMF,64,479,19,34,Southwest Airlines Co.,Sacramento Intl
2,11,1943,-2,2200,-10,OO,N946SW,6250,LAX,114,834,19,43,SkyWest Airlines Inc.,Los Angeles Intl
2,11,1943,44,2137,49,OO,N910SW,5559,SFO,85,550,19,43,SkyWest Airlines Inc.,San Francisco Intl
2,11,1945,45,2126,26,AS,N402AS,379,SFO,84,550,19,45,Alaska Airlines Inc.,San Francisco Intl
2,11,1949,-6,2129,-9,AS,N524AS,404,SJC,87,569,19,49,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
2,11,2000,45,2159,44,WN,N245WN,386,LAS,97,763,20,0,Southwest Airlines Co.,Mc Carran Intl
2,11,2004,14,2253,3,AS,N532AS,137,ANC,209,1542,20,4,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
2,11,2034,-11,2246,-22,AS,N320AS,574,SAN,112,933,20,34,Alaska Airlines Inc.,San Diego Intl
2,11,2043,13,2220,0,WN,N959WN,764,SJC,82,569,20,43,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
2,11,2220,-5,2306,2,OO,N582SW,5353,EUG,32,106,22,20,SkyWest Airlines Inc.,Mahlon Sweet Fld
2,11,2221,-4,2258,-4,OO,N580SW,5440,RDM,30,116,22,21,SkyWest Airlines Inc.,Roberts Fld
2,11,2228,-2,2328,-10,OO,N297SW,5437,LMT,51,241,22,28,SkyWest Airlines Inc.,Klamath Falls Airport
2,11,2230,5,107,-18,AS,N423AS,145,ANC,203,1542,22,30,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
2,12,518,-2,831,-20,US,N546UW,649,PHX,119,1009,5,18,US Airways Inc.,Phoenix Sky Harbor Intl
2,12,535,-5,838,-30,UA,N77518,1569,DEN,107,991,5,35,United Air Lines Inc.,Denver Intl
2,12,551,-9,736,-7,AS,N506AS,406,SJC,92,569,5,51,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
2,12,553,-7,737,-7,UA,N37468,1446,SFO,90,550,5,53,United Air Lines Inc.,San Francisco Intl
2,12,555,-5,834,-14,DL,N685DA,1831,SLC,72,630,5,55,Delta Air Lines Inc.,Salt Lake City Intl
2,12,556,-4,1146,-12,UA,N580UA,235,IAH,200,1825,5,56,United Air Lines Inc.,George Bush Intercontinental
2,12,558,-2,910,-25,WN,N940WN,1927,PHX,120,1009,5,58,Southwest Airlines Co.,Phoenix Sky Harbor Intl
2,12,601,-4,1136,-23,UA,N480UA,646,ORD,192,1739,6,1,United Air Lines Inc.,Chicago Ohare Intl
2,12,616,-4,1131,-34,AA,N598AA,1650,DFW,173,1616,6,16,American Airlines Inc.,Dallas Fort Worth Intl
2,12,626,-4,859,-16,WN,N400WN,3156,SLC,77,630,6,26,Southwest Airlines Co.,Salt Lake City Intl
2,12,631,-4,907,10,OO,N630SK,4692,LAX,114,834,6,31,SkyWest Airlines Inc.,Los Angeles Intl
2,12,633,-2,943,-17,WN,N553WN,419,DEN,109,991,6,33,Southwest Airlines Co.,Denver Intl
2,12,636,-4,903,3,AS,N795AS,572,SAN,120,933,6,36,Alaska Airlines Inc.,San Diego Intl
2,12,638,-2,1005,-2,AS,N644AS,646,PHX,122,1009,6,38,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
2,12,638,-2,846,0,OO,N223AG,3456,BUR,107,817,6,38,SkyWest Airlines Inc.,Bob Hope
2,12,639,-6,909,4,AS,N590AS,560,LAX,111,834,6,39,Alaska Airlines Inc.,Los Angeles Intl
2,12,639,-1,1219,-16,WN,N478WN,173,MDW,207,1751,6,39,Southwest Airlines Co.,Chicago Midway Intl
2,12,645,-5,807,-8,WN,N462WN,1181,SMF,68,479,6,45,Southwest Airlines Co.,Sacramento Intl
2,12,646,-4,1224,-41,AA,N3KJAA,2218,ORD,186,1739,6,46,American Airlines Inc.,Chicago Ohare Intl
2,12,654,-6,1002,-23,F9,N208FR,796,DEN,110,991,6,54,Frontier Airlines Inc.,Denver Intl
2,12,656,-4,926,6,AS,N611AS,582,SNA,121,859,6,56,Alaska Airlines Inc.,John Wayne Arpt Orange Co
2,12,656,-4,1158,38,AS,N517AS,833,HNL,403,2603,6,56,Alaska Airlines Inc.,Honolulu Intl
2,12,657,-3,910,-7,B6,N703JB,1121,LGB,115,846,6,57,JetBlue Airways,Long Beach
2,12,657,-3,844,4,VX,N845VA,84,SFO,95,550,6,57,Virgin America,San Francisco Intl
2,12,657,-7,847,-12,UA,N77510,1001,SFO,95,550,6,57,United Air Lines Inc.,San Francisco Intl
2,12,701,-7,1443,-36,UA,N73299,1485,EWR,263,2434,7,1,United Air Lines Inc.,Newark Liberty Intl
2,12,703,-2,913,-4,OO,N219AG,3460,ONT,112,838,7,3,SkyWest Airlines Inc.,Ontario Intl
2,12,708,-2,1453,-23,DL,N713TW,2258,JFK,264,2454,7,8,Delta Air Lines Inc.,John F Kennedy Intl
2,12,712,-4,1036,-9,OO,N917SW,6219,DEN,120,991,7,12,SkyWest Airlines Inc.,Denver Intl
2,12,715,0,921,3,AS,N318AS,626,LAS,102,763,7,15,Alaska Airlines Inc.,Mc Carran Intl
2,12,718,-2,1209,27,AS,N560AS,855,KOA,386,2607,7,18,Alaska Airlines Inc.,Kona Intl At Keahole
2,12,718,-7,821,3,OO,N582SW,5379,SEA,39,129,7,18,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,12,731,16,919,19,WN,N754SW,380,SJC,91,569,7,31,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
2,12,736,21,932,7,AS,N526AS,380,SFO,90,550,7,36,Alaska Airlines Inc.,San Francisco Intl
2,12,754,-6,1523,-28,UA,N468UA,250,IAD,256,2327,7,54,United Air Lines Inc.,Washington Dulles Intl
2,12,757,-3,1022,-1,AS,N793AS,568,LAX,117,834,7,57,Alaska Airlines Inc.,Los Angeles Intl
2,12,813,68,1305,41,DL,N941DN,2090,MSP,154,1426,8,13,Delta Air Lines Inc.,Minneapolis St Paul Intl
2,12,831,1,1021,11,WN,N555LV,153,OAK,91,543,8,31,Southwest Airlines Co.,Metropolitan Oakland Intl
2,12,841,-4,1158,-17,US,N658AW,685,PHX,125,1009,8,41,US Airways Inc.,Phoenix Sky Harbor Intl
2,12,847,-3,1048,-7,WN,N298WN,663,LAS,106,763,8,47,Southwest Airlines Co.,Mc Carran Intl
2,12,910,-5,1239,-26,OO,N217AG,3466,TUS,136,1119,9,10,SkyWest Airlines Inc.,Tucson Intl
2,12,917,-4,1009,-5,OO,N237SW,5428,SEA,38,129,9,17,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,12,919,-6,1714,-21,AS,N559AS,30,BOS,273,2537,9,19,Alaska Airlines Inc.,General Edward Lawrence Logan Intl
2,12,929,84,1448,58,AA,N202AA,1220,DFW,176,1616,9,29,American Airlines Inc.,Dallas Fort Worth Intl
2,12,937,-8,1713,-27,AS,N524AS,764,DCA,257,2350,9,37,Alaska Airlines Inc.,Ronald Reagan Washington Natl
2,12,939,-6,1219,-31,AS,N585AS,131,ANC,200,1542,9,39,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
2,12,956,-9,1214,-11,AS,N622AS,580,SNA,124,859,9,56,Alaska Airlines Inc.,John Wayne Arpt Orange Co
2,12,1003,-5,1535,-30,UA,N28457,1584,ORD,188,1739,10,3,United Air Lines Inc.,Chicago Ohare Intl
2,12,1006,-4,1540,-25,AS,N306AS,686,ORD,189,1739,10,6,Alaska Airlines Inc.,Chicago Ohare Intl
2,12,1011,-8,1248,-12,DL,N349NB,2450,SLC,79,630,10,11,Delta Air Lines Inc.,Salt Lake City Intl
2,12,1014,-1,1501,51,HA,N396HA,25,HNL,381,2603,10,14,Hawaiian Airlines Inc.,Honolulu Intl
2,12,1018,-2,1138,-7,WN,N946WN,4459,SMF,69,479,10,18,Southwest Airlines Co.,Sacramento Intl
2,12,1022,-8,1117,-6,OO,N582SW,5397,SEA,42,129,10,22,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,12,1023,-2,1353,-5,AS,N320AS,640,PHX,125,1009,10,23,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
2,12,1023,8,1552,-12,AS,N531AS,658,DFW,178,1616,10,23,Alaska Airlines Inc.,Dallas Fort Worth Intl
2,12,1028,1,1243,-12,OO,N961SW,6518,LAX,116,834,10,28,SkyWest Airlines Inc.,Los Angeles Intl
2,12,1029,-6,1539,56,AS,N533AS,803,LIH,407,2631,10,29,Alaska Airlines Inc.,Lihue
2,12,1030,27,1231,40,OO,N679SA,5243,SFO,84,550,10,30,SkyWest Airlines Inc.,San Francisco Intl
2,12,1052,-3,1241,6,WN,N405WN,4722,OAK,87,543,10,52,Southwest Airlines Co.,Metropolitan Oakland Intl
2,12,1054,9,1411,-6,OO,N976SW,5576,DEN,110,991,10,54,SkyWest Airlines Inc.,Denver Intl
2,12,1057,-3,1322,9,AS,N756AS,564,LAX,116,834,10,57,Alaska Airlines Inc.,Los Angeles Intl
2,12,1113,8,1618,-7,WN,N476WN,679,MCI,167,1482,11,13,Southwest Airlines Co.,Kansas City Intl
2,12,1118,-7,1436,-18,US,N831AW,634,PHX,123,1009,11,18,US Airways Inc.,Phoenix Sky Harbor Intl
2,12,1124,-6,1611,36,AS,N506AS,809,OGG,393,2562,11,24,Alaska Airlines Inc.,Kahului
2,12,1125,25,1323,13,WN,N394SW,891,LAS,106,763,11,25,Southwest Airlines Co.,Mc Carran Intl
2,12,1127,-3,1342,-4,AS,N537AS,578,SAN,124,933,11,27,Alaska Airlines Inc.,San Diego Intl
2,12,1134,19,1313,18,WN,N7704B,1259,SJC,88,569,11,34,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
2,12,1139,69,1442,52,WN,N921WN,48,DEN,109,991,11,39,Southwest Airlines Co.,Denver Intl
2,12,1147,2,1455,-10,F9,N919FR,790,DEN,110,991,11,47,Frontier Airlines Inc.,Denver Intl
2,12,1149,-2,1409,-1,OO,N603QX,4698,LAX,112,834,11,49,SkyWest Airlines Inc.,Los Angeles Intl
2,12,1154,-2,1237,0,OO,N237SW,5325,RDM,30,116,11,54,SkyWest Airlines Inc.,Roberts Fld
2,12,1203,0,1247,5,OO,N581SW,5438,EUG,28,106,12,3,SkyWest Airlines Inc.,Mahlon Sweet Fld
2,12,1208,33,1352,37,VX,N530VA,817,SFO,90,550,12,8,Virgin America,San Francisco Intl
2,12,1210,-5,1415,-6,OO,N225AG,3454,BUR,112,817,12,10,SkyWest Airlines Inc.,Bob Hope
2,12,1221,11,1742,-13,AA,N4XLAA,1568,DFW,180,1616,12,21,American Airlines Inc.,Dallas Fort Worth Intl
2,12,1224,18,1802,-3,UA,N452UA,277,IAH,199,1825,12,24,United Air Lines Inc.,George Bush Intercontinental
2,12,1235,0,1357,2,WN,N920WN,467,SMF,72,479,12,35,Southwest Airlines Co.,Sacramento Intl
2,12,1240,74,1425,70,OO,N939SW,6274,SFO,87,550,12,40,SkyWest Airlines Inc.,San Francisco Intl
2,12,1242,17,1430,25,WN,N228WN,3740,OAK,85,543,12,42,Southwest Airlines Co.,Metropolitan Oakland Intl
2,12,1246,-9,1500,0,AS,N619AS,622,LAS,106,763,12,46,Alaska Airlines Inc.,Mc Carran Intl
2,12,1253,-7,1746,-32,DL,N904DA,2164,MSP,159,1426,12,53,Delta Air Lines Inc.,Minneapolis St Paul Intl
2,12,1253,53,1609,39,WN,N246LV,671,PHX,125,1009,12,53,Southwest Airlines Co.,Phoenix Sky Harbor Intl
2,12,1258,-2,1602,-18,WN,N486WN,1160,DEN,108,991,12,58,Southwest Airlines Co.,Denver Intl
2,12,1306,-7,1455,-7,OO,N973SW,5580,SFO,88,550,13,6,SkyWest Airlines Inc.,San Francisco Intl
2,12,1307,-8,1524,-6,B6,N703JB,1521,LGB,117,846,13,7,JetBlue Airways,Long Beach
2,12,1312,37,1449,24,UA,N416UA,353,SFO,81,550,13,12,United Air Lines Inc.,San Francisco Intl
2,12,1313,-2,1524,-7,OO,N219AG,3478,LGB,119,846,13,13,SkyWest Airlines Inc.,Long Beach
2,12,1317,-4,1407,-7,OO,N582SW,5423,SEA,35,129,13,17,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,12,1320,0,1548,-15,DL,N381DN,2093,SLC,74,630,13,20,Delta Air Lines Inc.,Salt Lake City Intl
2,12,1343,18,1921,-14,AA,N3BYAA,115,ORD,193,1739,13,43,American Airlines Inc.,Chicago Ohare Intl
2,12,1409,-8,1937,-28,UA,N561UA,464,ORD,186,1739,14,9,United Air Lines Inc.,Chicago Ohare Intl
2,12,1425,0,1551,6,WN,N408WN,4125,RNO,73,444,14,25,Southwest Airlines Co.,Reno Tahoe Intl
2,12,1454,34,1637,52,WN,N965WN,752,SMF,69,479,14,54,Southwest Airlines Co.,Sacramento Intl
2,12,1508,-2,1829,-11,WN,N656SW,113,PHX,126,1009,15,8,Southwest Airlines Co.,Phoenix Sky Harbor Intl
2,12,1514,-1,1835,-10,US,N633AW,500,PHX,126,1009,15,14,US Airways Inc.,Phoenix Sky Harbor Intl
2,12,1528,-3,1755,10,OO,N161PQ,4688,LAX,120,834,15,28,SkyWest Airlines Inc.,Los Angeles Intl
2,12,1530,-5,1610,-6,OO,N581SW,5331,RDM,27,116,15,30,SkyWest Airlines Inc.,Roberts Fld
2,12,1540,20,1852,7,UA,N73291,1077,DEN,104,991,15,40,United Air Lines Inc.,Denver Intl
2,12,1542,-8,1759,-6,AS,N402AS,588,PSP,118,873,15,42,Alaska Airlines Inc.,Palm Springs Intl
2,12,1549,-1,1809,4,AS,N644AS,592,SNA,126,859,15,49,Alaska Airlines Inc.,John Wayne Arpt Orange Co
2,12,1551,24,1726,11,UA,N832UA,639,SFO,83,550,15,51,United Air Lines Inc.,San Francisco Intl
2,12,1603,-2,1741,-4,WN,N925WN,1071,SJC,89,569,16,3,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
2,12,1603,-5,1657,-3,OO,N580SW,5404,SEA,36,129,16,3,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,12,1613,24,1923,14,F9,N214FR,786,DEN,109,991,16,13,Frontier Airlines Inc.,Denver Intl
2,12,1618,-7,1825,-10,OO,N217AG,3462,ONT,114,838,16,18,SkyWest Airlines Inc.,Ontario Intl
2,12,1618,-7,1827,-8,OO,N224AG,3494,SBA,113,784,16,18,SkyWest Airlines Inc.,Santa Barbara Muni
2,12,1624,-6,1809,-3,AS,N799AS,402,SJC,89,569,16,24,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
2,12,1628,53,2135,25,AA,N4YHAA,157,DFW,171,1616,16,28,American Airlines Inc.,Dallas Fort Worth Intl
2,12,1714,14,1858,23,WN,N228WN,693,OAK,90,543,17,14,Southwest Airlines Co.,Metropolitan Oakland Intl
2,12,1718,-2,1934,-5,OO,N806SK,4719,LAX,114,834,17,18,SkyWest Airlines Inc.,Los Angeles Intl
2,12,1723,-7,1958,-17,DL,N370NW,1194,SLC,77,630,17,23,Delta Air Lines Inc.,Salt Lake City Intl
2,12,1725,-5,1821,-1,OO,N582SW,5417,SEA,39,129,17,25,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,12,1737,-8,1959,-6,AS,N318AS,562,LAX,112,834,17,37,Alaska Airlines Inc.,Los Angeles Intl
2,12,1744,-1,1948,-3,OO,N225AG,3488,BUR,108,817,17,44,SkyWest Airlines Inc.,Bob Hope
2,12,1756,-4,2121,-8,US,N669AW,577,PHX,120,1009,17,56,US Airways Inc.,Phoenix Sky Harbor Intl
2,12,1758,-7,1937,-8,VX,N622VA,948,SFO,85,550,17,58,Virgin America,San Francisco Intl
2,12,1758,-2,2023,-17,WN,N640SW,122,SLC,74,630,17,58,Southwest Airlines Co.,Salt Lake City Intl
2,12,1817,17,2001,10,OO,N701BR,5553,SFO,85,550,18,17,SkyWest Airlines Inc.,San Francisco Intl
2,12,1844,9,2022,7,WN,N256WN,719,OAK,86,543,18,44,Southwest Airlines Co.,Metropolitan Oakland Intl
2,12,1848,-7,2043,-12,AS,N622AS,620,LAS,103,763,18,48,Alaska Airlines Inc.,Mc Carran Intl
2,12,1850,0,2347,52,AS,N529AS,863,OGG,386,2562,18,50,Alaska Airlines Inc.,Kahului
2,12,1859,0,2038,-10,OO,N926SW,5559,SFO,83,550,18,59,SkyWest Airlines Inc.,San Francisco Intl
2,12,1900,0,2104,4,AS,N309AS,379,SFO,91,550,19,0,Alaska Airlines Inc.,San Francisco Intl
2,12,1902,-8,2005,3,OO,N580SW,5305,SEA,41,129,19,2,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,12,1940,40,2106,46,WN,N7720F,747,SMF,69,479,19,40,Southwest Airlines Co.,Sacramento Intl
2,12,1946,-4,2226,-24,AS,N537AS,137,ANC,205,1542,19,46,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
2,12,2002,-4,2146,-4,UA,N18223,1458,SFO,89,550,20,2,United Air Lines Inc.,San Francisco Intl
2,12,2006,11,2148,10,AS,N531AS,404,SJC,87,569,20,6,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
2,12,2015,60,2203,48,WN,N959WN,386,LAS,98,763,20,15,Southwest Airlines Co.,Mc Carran Intl
2,12,2015,30,2225,15,OO,N910SW,6250,LAX,109,834,20,15,SkyWest Airlines Inc.,Los Angeles Intl
2,12,2043,-2,2301,-7,AS,N320AS,574,SAN,120,933,20,43,Alaska Airlines Inc.,San Diego Intl
2,12,2114,44,2254,34,WN,N614SW,764,SJC,90,569,21,14,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
2,12,2221,-4,2251,-11,OO,N581SW,5440,RDM,24,116,22,21,SkyWest Airlines Inc.,Roberts Fld
2,12,2225,0,2320,16,OO,N569SW,5353,EUG,31,106,22,25,SkyWest Airlines Inc.,Mahlon Sweet Fld
2,12,2227,-3,2345,7,OO,N582SW,5437,LMT,63,241,22,27,SkyWest Airlines Inc.,Klamath Falls Airport
2,13,3,78,659,49,DL,N306DQ,503,ATL,218,2172,0,3,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
2,13,517,-3,847,-4,US,N547UW,649,PHX,118,1009,5,17,US Airways Inc.,Phoenix Sky Harbor Intl
2,13,538,-2,846,-23,UA,N75428,1636,DEN,110,991,5,38,United Air Lines Inc.,Denver Intl
2,13,553,-7,735,-12,OO,N908SW,6274,SFO,84,550,5,53,SkyWest Airlines Inc.,San Francisco Intl
2,13,554,-6,1306,-23,DL,N383DN,2482,ATL,230,2172,5,54,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
2,13,556,-4,849,1,DL,N685DA,1831,SLC,74,630,5,56,Delta Air Lines Inc.,Salt Lake City Intl
2,13,557,-3,743,0,AS,N514AS,406,SJC,89,569,5,57,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
2,13,558,-2,743,3,WN,N637SW,1303,OAK,88,543,5,58,Southwest Airlines Co.,Metropolitan Oakland Intl
2,13,559,-1,1136,-27,UA,N12225,1451,IAH,195,1825,5,59,United Air Lines Inc.,George Bush Intercontinental
2,13,600,-5,1122,-34,UA,N812UA,432,ORD,186,1739,6,0,United Air Lines Inc.,Chicago Ohare Intl
2,13,605,5,919,-6,F9,N263AV,796,DEN,113,991,6,5,Frontier Airlines Inc.,Denver Intl
2,13,612,-8,1141,-24,AA,N4YJAA,1650,DFW,173,1616,6,12,American Airlines Inc.,Dallas Fort Worth Intl
2,13,612,-3,1415,-16,UA,N471UA,434,EWR,280,2434,6,12,United Air Lines Inc.,Newark Liberty Intl
2,13,613,-2,926,-14,WN,N298WN,285,DEN,113,991,6,13,Southwest Airlines Co.,Denver Intl
2,13,630,-5,850,-7,OO,N641CA,4692,LAX,111,834,6,30,SkyWest Airlines Inc.,Los Angeles Intl
2,13,633,-7,850,-10,AS,N597AS,572,SAN,121,933,6,33,Alaska Airlines Inc.,San Diego Intl
2,13,635,-5,835,-11,OO,N223AG,3456,BUR,107,817,6,35,SkyWest Airlines Inc.,Bob Hope
2,13,636,-4,1000,-7,AS,N799AS,646,PHX,123,1009,6,36,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
